Thread 1 Task 0x0000027e17b12100 Total snapshots: 27182. Utilization: 99%
 Count  Overhead File                    Line Function
     2         2 @Base\reduce.jl          438 _mapreduce
 23079         0 @Base\reduce.jl          444 _mapreduce(f::FiniteDiff.var"#cal…
     1         0 @Base\reduce.jl           27 add_sum
     5         0 @Base\reduce.jl         1253 any
 22811        16 @Base\reduce.jl          265 macro expansion
   268         0 @Base\reduce.jl          262 mapreduce_impl(f::FiniteDiff.var"…
 22811         0 @Base\reduce.jl          263 mapreduce_impl(f::FiniteDiff.var"…
 23079         0 @Base\reduce.jl          277 mapreduce_impl
     6         0 @Base\reducedim.jl       986 #_sum#935
     6         0 @Base\reducedim.jl       987 #_sum#936
 23079         0 @Base\reducedim.jl       329 #mapreduce#926
     6         0 @Base\reducedim.jl       982 #sum#933
 23079         0 @Base\reducedim.jl       337 _mapreduce_dim
     6         0 @Base\reducedim.jl       986 _sum
     6         0 @Base\reducedim.jl       987 _sum
 23079         0 @Base\reducedim.jl       329 mapreduce
    11         5 @Base\reducedim.jl       982 sum(a::Vector{Float64})
     1         1 @Base\reflection.jl     1182 _methods_by_ftype(t::Any, mt::Not…
     3         3 @Base\reflection.jl     1332 _uncompressed_ir
     1         1 @Base\reflection.jl      427 datatype_fieldtypes
     1         0 @Base\reflection.jl      335 isconst
    12        12 @Base\reflection.jl      741 objectid
    13        13 @Base\reflection.jl     2593 tls_world_age
     1         1 @Base\reflection.jl      896 typeintersect
     2         0 @Base\refpointer.jl      145 Ref
    10        10 @Base\refvalue.jl          8 RefValue
    12         1 @Base\regex.jl           299 #occursin#610
   183         0 @Base\regex.jl           300 #occursin#610
    10        10 @Base\regex.jl           471 _findnext_re(re::Regex, str::Stri…
     3         0 @Base\regex.jl           472 _findnext_re(re::Regex, str::Stri…
    18         3 @Base\regex.jl           476 _findnext_re(re::Regex, str::Stri…
   192         3 @Base\regex.jl           479 _findnext_re(re::Regex, str::Stri…
     1         1 @Base\regex.jl           484 _findnext_re(re::Regex, str::Stri…
     3         0 @Base\regex.jl           485 _findnext_re(re::Regex, str::Stri…
    26         0 @Base\regex.jl           486 _findnext_re(re::Regex, str::Stri…
    77         0 @Base\regex.jl           490 _findnext_re(re::Regex, str::Stri…
     2         2 @Base\regex.jl           491 _findnext_re(re::Regex, str::Stri…
     2         2 @Base\regex.jl             ? compile(regex::Regex)
    19        19 @Base\regex.jl            76 compile(regex::Regex)
     8         6 @Base\regex.jl            77 compile(regex::Regex)
     3         3 @Base\regex.jl            94 compile(regex::Regex)
   333         1 @Base\regex.jl           467 findnext
     2         2 @Base\regex.jl             ? match(re::Regex, str::String, idx…
     4         4 @Base\regex.jl           415 match(re::Regex, str::String, idx…
   268         1 @Base\regex.jl           417 match
     6         0 @Base\regex.jl           417 match(re::Regex, str::String, idx…
    87         0 @Base\regex.jl           419 match(re::Regex, str::String, idx…
     2         0 @Base\regex.jl           424 match(re::Regex, str::String, idx…
     1         0 @Base\regex.jl           425 match(re::Regex, str::String, idx…
    25         0 @Base\regex.jl           426 match(re::Regex, str::String, idx…
    71         0 @Base\regex.jl           427 match(re::Regex, str::String, idx…
    28         0 @Base\regex.jl           430 match(re::Regex, str::String, idx…
    24         0 @Base\regex.jl           432 match(re::Regex, str::String, idx…
    16        16 @Base\regex.jl           433 match(re::Regex, str::String, idx…
   268         0 @Base\regex.jl           462 match
   195         0 @Base\regex.jl           298 occursin
     1         0 @Base\rounding.jl        474 trunc
     1         1 @Base\ryu\Ryu.jl           ? show(io::IOContext{IOBuffer}, x::…
     6         6 @Base\ryu\Ryu.jl         112 show(io::IOBuffer, x::Float64, fo…
   520         3 @Base\ryu\Ryu.jl         113 show
     6         0 @Base\ryu\Ryu.jl         113 show(io::IOContext{IOBuffer}, x::…
    67         0 @Base\ryu\Ryu.jl         114 show(io::IOBuffer, x::Float64, fo…
   275        57 @Base\ryu\Ryu.jl         115 show(io::IOContext{IOBuffer}, x::…
   113        37 @Base\ryu\Ryu.jl         116 show(io::IOBuffer, x::Float64, fo…
    49         0 @Base\ryu\Ryu.jl         118 show(io::IOContext{IOBuffer}, x::…
     2         2 @Base\ryu\shortest.jl      ? reduce_shortest
     1         1 @Base\ryu\shortest.jl     35 reduce_shortest
     1         0 @Base\ryu\shortest.jl     68 reduce_shortest
    12         0 @Base\ryu\shortest.jl     73 reduce_shortest
     1         0 @Base\ryu\shortest.jl     89 reduce_shortest
     2         0 @Base\ryu\shortest.jl    138 reduce_shortest
     1         0 @Base\ryu\shortest.jl    141 reduce_shortest
     1         0 @Base\ryu\shortest.jl    147 reduce_shortest
     1         0 @Base\ryu\shortest.jl    150 reduce_shortest
     1         0 @Base\ryu\shortest.jl    152 reduce_shortest
     1         1 @Base\ryu\shortest.jl    163 reduce_shortest
     3         3 @Base\ryu\shortest.jl      ? writeshortest(buf::Vector{UInt8},…
    10        10 @Base\ryu\shortest.jl    227 writeshortest(buf::Vector{UInt8},…
     1         1 @Base\ryu\shortest.jl    233 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    281 writeshortest(buf::Vector{UInt8},…
    24         0 @Base\ryu\shortest.jl    313 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    326 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    328 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    330 writeshortest(buf::Vector{UInt8},…
     2         0 @Base\ryu\shortest.jl    331 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    335 writeshortest(buf::Vector{UInt8},…
     2         0 @Base\ryu\shortest.jl    350 writeshortest(buf::Vector{UInt8},…
    28         0 @Base\ryu\shortest.jl    353 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\shortest.jl    445 writeshortest(buf::Vector{UInt8},…
     1         0 @Base\ryu\utils.jl       187 append_sign
     1         1 @Base\ryu\utils.jl         ? decimallength
     1         0 @Base\ryu\utils.jl        35 log10pow5
    12         0 @Base\ryu\utils.jl        52 mulshift
     7         0 @Base\ryu\utils.jl       126 mulshiftsplit
     2         0 @Base\ryu\utils.jl       127 mulshiftsplit
     3         0 @Base\ryu\utils.jl       128 mulshiftsplit
     1         0 @Base\ryu\utils.jl        71 pow2
    29        29 @Base\scopedvalues.jl    152 get
     3         3 @Base\scopedvalues.jl    153 get
    58         0 @Base\scopedvalues.jl    161 get
     1         0 @Base\show.jl            335 IOContext
     4         0 @Base\show.jl            343 IOContext(io::IOBuffer, context::…
     8         0 @Base\show.jl            428 get
     4         0 @Base\show.jl            310 ioproperties
   200       199 @Base\show.jl           1244 nonnothing_nonmissing_typeinfo(io…
     2         2 @Base\show.jl           1385 show_delim_array(io::IOBuffer, it…
   530         0 @Base\show.jl           1387 show_delim_array
     5         0 @Base\show.jl           1387 show_delim_array(io::IOBuffer, it…
     1         0 @Base\show.jl           1389 show_delim_array(io::IOBuffer, it…
     2         0 @Base\show.jl           1397 show_delim_array(io::IOBuffer, it…
   493         0 @Base\show.jl           1398 show_delim_array(io::IOBuffer, it…
     1         0 @Base\show.jl           1404 show_delim_array(io::IOBuffer, it…
    18         0 @Base\show.jl           1406 show_delim_array(io::IOBuffer, it…
     5         0 @Base\show.jl           1407 show_delim_array(io::IOBuffer, it…
     3         0 @Base\show.jl           1411 show_delim_array(io::IOBuffer, it…
     1         1 @Base\simdloop.jl          ? broadcast_preserving_zero_d
     1         1 @Base\simdloop.jl          ? copy
     3         3 @Base\simdloop.jl          ? copyto!
     2         2 @Base\simdloop.jl          ? macro expansion
     8         1 @Base\simdloop.jl         72 macro expansion
    31        30 @Base\simdloop.jl         75 macro expansion
 22836         0 @Base\simdloop.jl         77 macro expansion
     2         0 @Base\simdloop.jl         78 macro expansion
   198         5 @Base\stream.jl          569 displaysize()
     2         2 @Base\stream.jl          579 displaysize(io::Base.TTY)
   199         0 @Base\stream.jl          583 displaysize(io::Base.TTY)
     2         0 @Base\stream.jl          599 displaysize(io::Base.TTY)
     6         0 @Base\stream.jl          601 displaysize(io::Base.TTY)
  4259      4259 @Base\stream.jl          603 displaysize(io::Base.TTY)
     7         0 @Base\stream.jl          606 displaysize(io::Base.TTY)
  4532         3 @Base\stream.jl          577 displaysize_
     6         6 @Base\stream.jl         1136 unsafe_write(s::Base.TTY, p::Ptr{…
    13         0 @Base\stream.jl         1139 unsafe_write(s::Base.TTY, p::Ptr{…
  8242         3 @Base\stream.jl         1154 unsafe_write(s::Base.TTY, p::Ptr{…
     6         6 @Base\stream.jl         1068 uv_write(s::Base.TTY, p::Ptr{UInt…
  7423         0 @Base\stream.jl         1069 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         0 @Base\stream.jl         1070 uv_write(s::Base.TTY, p::Ptr{UInt…
    95         0 @Base\stream.jl         1071 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         0 @Base\stream.jl         1072 uv_write(s::Base.TTY, p::Ptr{UInt…
     3         0 @Base\stream.jl         1073 uv_write(s::Base.TTY, p::Ptr{UInt…
    30         0 @Base\stream.jl         1074 uv_write(s::Base.TTY, p::Ptr{UInt…
    13        13 @Base\stream.jl         1076 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         0 @Base\stream.jl         1077 uv_write(s::Base.TTY, p::Ptr{UInt…
   646         0 @Base\stream.jl         1081 uv_write(s::Base.TTY, p::Ptr{UInt…
     8         0 @Base\stream.jl         1094 uv_write(s::Base.TTY, p::Ptr{UInt…
    10         0 @Base\stream.jl         1097 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         1 @Base\stream.jl            ? uv_write_async(s::Base.TTY, p::Pt…
     6         6 @Base\stream.jl         1107 uv_write_async(s::Base.TTY, p::Pt…
    61         0 @Base\stream.jl         1110 uv_write_async(s::Base.TTY, p::Pt…
     1         0 @Base\stream.jl         1111 uv_write_async(s::Base.TTY, p::Pt…
  7348      7348 @Base\stream.jl         1114 uv_write_async(s::Base.TTY, p::Pt…
     5         0 @Base\stream.jl         1119 uv_write_async(s::Base.TTY, p::Pt…
     1         0 @Base\stream.jl         1124 uv_write_async(s::Base.TTY, p::Pt…
     7         7 @Base\stream.jl         1195 uv_writecb_task(req::Ptr{Nothing}…
     3         0 @Base\stream.jl         1196 uv_writecb_task(req::Ptr{Nothing}…
    41         0 @Base\stream.jl         1200 uv_writecb_task(req::Ptr{Nothing}…
     5         0 @Base\strings\basic.jl   262 *
    70         0 @Base\strings\basic.jl   265 *
    10         0 @Base\strings\basic.jl   779 ^
     4         1 @Base\strings\basic.jl   208 checkbounds
     1         0 @Base\strings\basic.jl   210 checkbounds
     6         3 @Base\strings\basic.jl   216 checkbounds
     5         0 @Base\strings\basic.jl   802 getindex
     1         0 @Base\strings\basic.jl   180 isempty
     6         0 @Base\strings\basic.jl   179 lastindex
     1         0 @Base\strings\basic.jl   798 length
    11        11 @Base\strings\basic.jl     ? prevind(s::String, i::Int64, n::I…
    12         0 @Base\strings\basic.jl   510 prevind
    43         1 @Base\strings\basic.jl   511 prevind
    19        19 @Base\strings\basic.jl   513 prevind(s::String, i::Int64, n::I…
     1         0 @Base\strings\basic.jl   514 prevind(s::String, i::Int64, n::I…
    10         0 @Base\strings\basic.jl   519 prevind(s::String, i::Int64, n::I…
     1         0 @Base\strings\basic.jl   521 prevind(s::String, i::Int64, n::I…
    59        59 @Base\strings\io.jl      107 sprint(::Function, ::Vector{SubSt…
    14         0 @Base\strings\io.jl      108 sprint(::Function, ::Vector{SubSt…
   257        85 @Base\strings\io.jl      114 sprint(::Function, ::Vector{SubSt…
    22         1 @Base\strings\io.jl      116 sprint(::Function, ::Vector{SubSt…
   356         0 @Base\strings\io.jl      359 _join_preserve_annotations
     2         2 @Base\strings\io.jl        ? _str_sizehint(x::Any)
     8         8 @Base\strings\io.jl      119 _str_sizehint(x::Any)
     3         3 @Base\strings\io.jl      120 _str_sizehint(x::Any)
     2         2 @Base\strings\io.jl      125 _str_sizehint(x::Any)
     8         8 @Base\strings\io.jl      346 join(io::IOBuffer, iterator::Vect…
     2         0 @Base\strings\io.jl      350 join(io::IOBuffer, iterator::Vect…
    46         2 @Base\strings\io.jl      351 join(io::IOBuffer, iterator::Vect…
   112         0 @Base\strings\io.jl      352 join(io::IOBuffer, iterator::Vect…
     4         0 @Base\strings\io.jl      353 join(io::IOBuffer, iterator::Vect…
   356         0 @Base\strings\io.jl      377 join
    14        14 @Base\strings\io.jl       32 print(io::IOBuffer, x::Vector{Flo…
    11        11 @Base\strings\io.jl       34 print(io::IOBuffer, x::Vector{Flo…
   725         2 @Base\strings\io.jl       35 print(io::IOBuffer, x::Vector{Flo…
    17        17 @Base\strings\io.jl       42 print(::IOContext{IOBuffer}, ::St…
    17        17 @Base\strings\io.jl       44 print(::IOContext{IOBuffer}, ::St…
     9         0 @Base\strings\io.jl       45 print(::IOContext{IOBuffer}, ::St…
   128        44 @Base\strings\io.jl       46 print(::IOBuffer, ::String, ::Sub…
    28         3 @Base\strings\io.jl       47 print(::IOContext{IOBuffer}, ::St…
     1         1 @Base\strings\io.jl       51 print(::IOContext{IOBuffer}, ::St…
    67        10 @Base\strings\io.jl      250 print(io::IOBuffer, s::SubString{…
   233         0 @Base\strings\io.jl      250 print
     6         6 @Base\strings\io.jl      137 print_to_string(::String, ::Varar…
    16         1 @Base\strings\io.jl      143 print_to_string(::String, ::Varar…
    41         0 @Base\strings\io.jl      146 print_to_string(::String, ::Varar…
   827        66 @Base\strings\io.jl      148 print_to_string(::String, ::Varar…
    11         0 @Base\strings\io.jl      150 print_to_string(::String, ::Varar…
     1         1 @Base\strings\io.jl        ? show(io::IOBuffer, level::Base.Co…
   356         4 @Base\strings\io.jl      107 sprint
   904         3 @Base\strings\io.jl      189 string
   290         7 @Base\strings\io.jl      248 write
     5         0 …ase\strings\search.jl   205 _nthbyte
    16        15 …ase\strings\search.jl    50 _search
     2         2 …ase\strings\search.jl   280 _search(s::String, t::String, i::…
    26         0 …ase\strings\search.jl   283 _search(s::String, t::String, i::…
     3         3 …ase\strings\search.jl     ? _searchindex(s::String, t::String…
     8         8 …ase\strings\search.jl   207 _searchindex(s::String, t::String…
    16         0 …ase\strings\search.jl   210 _searchindex(s::String, t::String…
     2         2 …ase\strings\search.jl   213 _searchindex(s::Base.CodeUnits{UI…
     1         0 …ase\strings\search.jl   218 _searchindex(s::Base.CodeUnits{UI…
     1         1 …ase\strings\search.jl   231 _searchindex(s::Base.CodeUnits{UI…
     4         0 …ase\strings\search.jl   239 _searchindex(s::Base.CodeUnits{UI…
     1         1 …ase\strings\search.jl   243 _searchindex(s::Base.CodeUnits{UI…
     1         0 …ase\strings\search.jl   247 _searchindex(s::Base.CodeUnits{UI…
     3         1 …ase\strings\search.jl   269 _searchindex(s::Base.CodeUnits{UI…
     1         0 …ase\strings\search.jl   270 _searchindex(s::Base.CodeUnits{UI…
     1         0 …ase\strings\search.jl   274 _searchindex(s::Base.CodeUnits{UI…
     4         4 …ase\strings\search.jl     ? findnext(pred::Base.Fix2{typeof(i…
     8         8 …ase\strings\search.jl    15 findnext(pred::Base.Fix2{typeof(i…
    16         0 …ase\strings\search.jl    23 findnext(pred::Base.Fix2{typeof(i…
    28         0 …ase\strings\search.jl   319 findnext
    13        13 …ase\strings\string.jl   162 ==
    36        36 …ase\strings\string.jl    78 String
     5         5 …ase\strings\string.jl    83 String
    10         1 …ase\strings\string.jl    84 String
     5         0 …ase\strings\string.jl   147 _memcmp
     5         0 …ase\strings\string.jl   152 _memcmp
     3         0 …ase\strings\string.jl   197 _nextind_str
     1         0 …ase\strings\string.jl   199 _nextind_str
     3         0 …ase\strings\string.jl   200 _nextind_str
     2         1 …ase\strings\string.jl   201 _nextind_str
     3         3 …ase\strings\string.jl     ? _string_n
   241       240 …ase\strings\string.jl   109 _string_n
     3         3 …ase\strings\string.jl     ? _thisind_str
     2         0 …ase\strings\string.jl   173 _thisind_str
    10         6 …ase\strings\string.jl   178 _thisind_str
    12        12 …ase\strings\string.jl     ? access_env(onError::Returns{Strin…
     3         0 …ase\strings\string.jl    32 between
     2         0 …ase\strings\string.jl   138 codeunit
     7         0 …ase\strings\string.jl   139 codeunit
    14         0 …ase\strings\string.jl   553 isvalid
     2         2 …ase\strings\string.jl     ? iterate
     4         0 …ase\strings\string.jl   430 iterate
     6         0 …ase\strings\string.jl   433 iterate
     8         6 …ase\strings\string.jl   512 length(s::String)
     1         0 …ase\strings\string.jl   531 length_continued
     1         0 …ase\strings\string.jl   533 length_continued
     9         0 …ase\strings\string.jl   193 nextind
    15         0 …ase\strings\string.jl   169 thisind
    45        45 …ase\strings\string.jl   100 unsafe_string
    62        62 …ase\strings\string.jl   119 unsafe_wrap
     9         3 …\strings\substring.jl   119 ==
    45         0 …\strings\substring.jl    77 String
     7         7 …\strings\substring.jl     ? SubString{String}(s::String, i::I…
    39        39 …\strings\substring.jl    30 SubString{String}(s::String, i::I…
     2         0 …\strings\substring.jl    31 SubString{String}(s::String, i::I…
     1         0 …\strings\substring.jl    33 SubString{String}(s::String, i::I…
     3         0 …\strings\substring.jl    34 SubString{String}(s::String, i::I…
     3         0 …\strings\substring.jl    35 SubString{String}(s::String, i::I…
     6         1 …\strings\substring.jl    37 SubString{String}(s::String, i::I…
    67         6 …\strings\substring.jl    49 SubString
    39         0 …\strings\substring.jl    51 SubString
     1         0 …\strings\substring.jl    56 SubString
     2         0 …\strings\substring.jl   218 __unsafe_string!
    24         0 …\strings\substring.jl   219 __unsafe_string!
    32        32 …\strings\substring.jl   240 _string(::String, ::Vararg{String…
     8         0 …\strings\substring.jl   242 _string(::String, ::Vararg{Union{…
     1         0 …\strings\substring.jl   248 _string(::String, ::Vararg{String…
    10         0 …\strings\substring.jl   254 _string(::String, ::Vararg{String…
    41         0 …\strings\substring.jl   255 _string(::String, ::Vararg{Union{…
    26         0 …\strings\substring.jl   261 _string(::String, ::Vararg{String…
     1         0 …\strings\substring.jl   265 _string(::String, ::Vararg{String…
     5         5 …\strings\substring.jl   266 _string(::String, ::Vararg{String…
     4         0 …\strings\substring.jl    91 iterate
     3         0 …\strings\substring.jl    92 iterate
     8         0 …\strings\substring.jl    93 iterate
     1         0 …\strings\substring.jl   135 pointer
     2         2 …\strings\substring.jl     ? repeat(s::String, r::Int64)
    10         0 …\strings\substring.jl   271 repeat
     7         7 …\strings\substring.jl   273 repeat(s::String, r::Int64)
     1         1 …\strings\substring.jl   275 repeat(s::String, r::Int64)
   130         5 …\strings\substring.jl   236 string
     2         0 @Base\strings\util.jl    803 #584
    28         0 @Base\strings\util.jl    806 #585
     2         0 @Base\strings\util.jl    599 #eachsplit#572
     2         0 @Base\strings\util.jl    606 #eachsplit#574
    44         0 @Base\strings\util.jl    936 #replace#591
   516         0 @Base\strings\util.jl    739 #split#580
     2         2 @Base\strings\util.jl    556 SplitIterator
     2         2 @Base\strings\util.jl      ? _collect(cont::UnitRange{Int64}, …
     1         1 @Base\strings\util.jl      ? _replace_(str::String, pat_repl::…
     7         7 @Base\strings\util.jl    875 _replace_(str::String, pat_repl::…
    36         0 @Base\strings\util.jl    877 _replace_(str::String, pat_repl::…
     3         3 @Base\strings\util.jl    799 _replace_init(str::String, pat_re…
     2         0 @Base\strings\util.jl    803 _replace_init(str::String, pat_re…
    28         0 @Base\strings\util.jl    805 _replace_init(str::String, pat_re…
     3         3 @Base\strings\util.jl    813 _replace_init(str::String, pat_re…
    10        10 @Base\strings\util.jl    340 chomp(s::String)
    12         1 @Base\strings\util.jl    343 chomp(s::String)
     2         0 @Base\strings\util.jl    599 eachsplit
     2         0 @Base\strings\util.jl    606 eachsplit
    18        18 @Base\strings\util.jl      ? iterate
     3         3 @Base\strings\util.jl    570 iterate(iter::Base.SplitIterator{…
   166         3 @Base\strings\util.jl    571 iterate
     2         0 @Base\strings\util.jl    571 iterate(iter::Base.SplitIterator{…
   304         0 @Base\strings\util.jl    572 iterate
    24         2 @Base\strings\util.jl    572 iterate(iter::Base.SplitIterator{…
     5         2 @Base\strings\util.jl    573 iterate
     3         0 @Base\strings\util.jl    574 iterate
     1         0 @Base\strings\util.jl    575 iterate
     1         0 @Base\strings\util.jl    576 iterate
    28         0 @Base\strings\util.jl    577 iterate
     3         0 @Base\strings\util.jl    578 iterate
    35         0 @Base\strings\util.jl    582 iterate
    16         0 @Base\strings\util.jl    585 iterate
     5         4 @Base\strings\util.jl    585 iterate(iter::Base.SplitIterator{…
    44         0 @Base\strings\util.jl    936 replace
   516         0 @Base\strings\util.jl    737 split
     9         9 @Base\task.jl            876 schedule(t::Task, arg::Any; error…
    32         1 @Base\task.jl            887 schedule(t::Task, arg::Any; error…
    22        22 @Base\task.jl            152 current_task
     9         9 @Base\task.jl            791 enq_work(t::Task)
     7         0 @Base\task.jl            796 enq_work(t::Task)
     8         0 @Base\task.jl            813 enq_work(t::Task)
     7         7 @Base\task.jl            829 enq_work(t::Task)
     1         1 @Base\task.jl            193 getproperty
     2         0 @Base\task.jl            718 isempty
     1         1 @Base\task.jl            748 popfirst!(W::Base.IntrusiveLinked…
     2         2 @Base\task.jl           1009 poptask(W::Base.IntrusiveLinkedLi…
    22         0 @Base\task.jl           1010 poptask(W::Base.IntrusiveLinkedLi…
   491       421 @Base\task.jl           1012 poptask(W::Base.IntrusiveLinkedLi…
     2         0 @Base\task.jl            721 push!(W::Base.IntrusiveLinkedList…
     2         2 @Base\task.jl            722 push!(W::Base.IntrusiveLinkedList…
     2         0 @Base\task.jl            723 push!(W::Base.IntrusiveLinkedList…
     2         0 @Base\task.jl            725 push!(W::Base.IntrusiveLinkedList…
    41         0 @Base\task.jl            876 schedule
     7         6 @Base\task.jl            272 threadid
     1         1 @Base\task.jl            946 try_yieldto(undo::typeof(Base.ens…
     2         2 @Base\task.jl            948 try_yieldto(undo::typeof(Base.ens…
     1         0 @Base\task.jl            960 try_yieldto(undo::typeof(Base.ens…
     2         2 @Base\task.jl              ? trypoptask(W::Base.IntrusiveLinke…
     5         5 @Base\task.jl            990 trypoptask(W::Base.IntrusiveLinke…
     2         0 @Base\task.jl            991 trypoptask(W::Base.IntrusiveLinke…
     1         0 @Base\task.jl            992 trypoptask(W::Base.IntrusiveLinke…
     1         1 @Base\task.jl            993 trypoptask(W::Base.IntrusiveLinke…
    21         0 @Base\task.jl           1004 trypoptask(W::Base.IntrusiveLinke…
     3         3 @Base\task.jl           1018 wait()
    17         0 @Base\task.jl           1020 wait()
   515         0 @Base\task.jl           1021 wait()
     4         0 @Base\task.jl           1022 wait()
   107         0 @Base\task.jl           1023 wait()
     6         6 @Base\task.jl            769 workqueue_for(tid::Int64)
     9         9 @Base\task.jl            770 workqueue_for(tid::Int64)
     1         0 @Base\task.jl            771 workqueue_for(tid::Int64)
     4         0 @Base\terminfo.jl        386 get
     4         4 @Base\terminfo.jl        373 get_have_color
     2         2 @Base\tuple.jl             ? with_output_color(f::Function, co…
     1         1 @Base\tuple.jl             ? _string(::String, ::Vararg{String…
     2         2 @Base\tuple.jl             ? getindex
   246       246 @Base\tuple.jl            31 getindex
   240        46 @Base\tuple.jl            34 getindex(t::Tuple{Int64, Float64,…
    21        21 @Base\tuple.jl           159 indexed_iterate
     2         2 @Base\tuple.jl           159 indexed_iterate(t::NTuple{15, Flo…
    58        24 @Base\tuple.jl            71 iterate
     4         4 @Base\tuple.jl            26 length
    31         0 @Base\tuple.jl           355 map
     3         0 …ase\twiceprecision.jl   325 /
     2         0 …ase\twiceprecision.jl   330 /
     1         0 …ase\twiceprecision.jl   333 /
     4         4 …ase\twiceprecision.jl   393 (::Colon)(start::Float64, step::F…
     2         0 …ase\twiceprecision.jl   399 (::Colon)(start::Float64, step::F…
     3         0 …ase\twiceprecision.jl   403 (::Colon)(start::Float64, step::F…
     2         0 …ase\twiceprecision.jl   405 (::Colon)(start::Float64, step::F…
     2         0 …ase\twiceprecision.jl   409 (::Colon)(start::Float64, step::F…
     1         0 …ase\twiceprecision.jl   411 (::Colon)(start::Float64, step::F…
    10         0 …ase\twiceprecision.jl   414 (::Colon)(start::Float64, step::F…
     1         0 …ase\twiceprecision.jl   211 TwicePrecision
     1         1 …ase\twiceprecision.jl   222 Base.TwicePrecision{Float64}(nd::…
     4         0 …ase\twiceprecision.jl   224 Base.TwicePrecision{Float64}(nd::…
     3         0 …ase\twiceprecision.jl   236 TwicePrecision
     1         0 …ase\twiceprecision.jl    85 add12
     1         0 …ase\twiceprecision.jl    50 canonicalize2
     1         1 …ase\twiceprecision.jl   379 floatrange(::Type{Float64}, start…
     9         1 …ase\twiceprecision.jl   390 floatrange(::Type{Float64}, start…
     3         2 …ase\twiceprecision.jl   772 lcm_unchecked(a::Int64, b::Int64)
     1         0 …ase\twiceprecision.jl   115 mul12(x::Float64, y::Float64)
     1         0 …ase\twiceprecision.jl   116 mul12(x::Float64, y::Float64)
     1         0 …ase\twiceprecision.jl   759 rat
     1         0 …ase\twiceprecision.jl   760 rat
     1         0 …ase\twiceprecision.jl    24 splitprec
     2         2 …ase\twiceprecision.jl   341 steprangelen_hp(::Type{Float64}, …
     6         0 …ase\twiceprecision.jl   344 steprangelen_hp(::Type{Float64}, …
     1         0 …ase\twiceprecision.jl    34 truncbits
     1         0 …ase\twiceprecision.jl   247 twiceprecision
     1         0 …ase\twiceprecision.jl   481 unsafe_getindex
     1         0 …ase\twiceprecision.jl   482 unsafe_getindex
   565         0 @Base\util.jl            141 #printstyled#1057
    46        46 @Base\util.jl             73 with_output_color(::Function, ::S…
    30         0 @Base\util.jl             76 with_output_color(::Function, ::S…
     3         0 @Base\util.jl             77 with_output_color(f::Function, co…
   199       182 @Base\util.jl             78 with_output_color(::Function, ::S…
    30         0 @Base\util.jl             80 with_output_color(f::Function, co…
     2         2 @Base\util.jl             84 with_output_color(f::Function, co…
     1         1 @Base\util.jl             88 with_output_color(::Function, ::S…
    39         2 @Base\util.jl             90 with_output_color(f::Function, co…
    50         2 @Base\util.jl             98 with_output_color(f::Function, co…
    23         0 @Base\util.jl            106 with_output_color(f::Function, co…
     1         0 @Base\util.jl            109 with_output_color(::Function, ::S…
   106         1 @Base\util.jl            110 with_output_color(f::Function, co…
     1         0 @Base\util.jl            111 with_output_color(f::Function, co…
    32         2 @Base\util.jl            112 with_output_color(::Function, ::S…
   565         0 @Base\util.jl            141 printstyled
   565         0 @Base\util.jl             73 with_output_color
     1         0 @Base\views.jl           148 maybeview
     1         0 @Base\views.jl           150 maybeview
     9         0 …src\ArrayInterface.jl   714 allowed_getindex
  2034         0 …ase\src\DiffEqBase.jl   148 default_factorize(A::Matrix{Float…
     3         2 …ffEqBase\src\solve.jl  1320 get_concrete_problem(prob::ODEPro…
 26779         1 …ffEqBase\src\solve.jl  1089 solve(prob::ODEProblem{Vector{Flo…
 26570         0 …ffEqBase\src\solve.jl   667 solve_call(_prob::ODEProblem{Vect…
     3         0 …ffEqBase\src\solve.jl  1193 solve_up(prob::ODEProblem{Vector{…
     1         1 …ffEqBase\src\solve.jl  1194 solve_up(prob::ODEProblem{Vector{…
 26774       174 …ffEqBase\src\solve.jl  1199 solve_up(prob::ODEProblem{Vector{…
     3         0 …ffEqBase\src\solve.jl  1301 get_concrete_problem
 26779         0 …ffEqBase\src\solve.jl  1079 kwcall(::@NamedTuple{reltol::Floa…
 26570         0 …ffEqBase\src\solve.jl   624 kwcall(::@NamedTuple{reltol::Floa…
 26778         0 …ffEqBase\src\solve.jl  1177 solve_up
   190         0 …niteDiffExt\onearg.jl   199 derivative
 23222         0 …niteDiffExt\onearg.jl   378 jacobian
   103         0 …niteDiffExt\onearg.jl   132 prepare_derivative_nokwarg
     2         0 …niteDiffExt\onearg.jl   137 prepare_derivative_nokwarg
